roll,pitch,yaw,timestamp
0.1,0.18,-0.06,1759267866.862793
0.1,0.18,-0.06,1759267866.8660989
0.1,0.18,-0.07,1759267866.8689048
0.1,0.18,-0.07,1759267866.871681
0.1,0.18,-0.07,1759267866.8749218
0.1,0.18,-0.07,1759267866.8780866
0.1,0.18,-0.07,1759267866.8813608
0.1,0.18,-0.07,1759267866.8849578
0.1,0.18,-0.07,1759267866.888033
0.1,0.18,-0.07,1759267866.890729
0.1,0.18,-0.07,1759267866.893785
0.1,0.18,-0.07,1759267866.8965554
0.1,0.18,-0.07,1759267866.8993988
0.1,0.18,-0.07,1759267866.902424
0.1,0.18,-0.07,1759267866.905489
0.1,0.18,-0.07,1759267866.9085312
0.1,0.18,-0.07,1759267866.9118552
0.1,0.18,-0.07,1759267866.9154694
0.1,0.18,-0.07,1759267866.918665
0.1,0.18,-0.07,1759267866.9221694
0.1,0.18,-0.07,1759267866.9252985
0.1,0.18,-0.07,1759267866.928671
0.1,0.18,-0.07,1759267866.9318328
0.1,0.18,-0.07,1759267866.9358246
0.1,0.18,-0.07,1759267866.9395778
0.1,0.18,-0.07,1759267866.943746
0.1,0.18,-0.07,1759267866.9473915
0.1,0.18,-0.07,1759267866.9508872
0.09,0.18,-0.07,1759267866.9533198
0.09,0.18,-0.07,1759267866.9573128
0.09,0.18,-0.07,1759267866.9605985
0.09,0.18,-0.07,1759267866.9642885
0.09,0.18,-0.07,1759267866.9678466
0.09,0.18,-0.07,1759267866.9720838
0.09,0.18,-0.07,1759267866.9760408
0.09,0.18,-0.07,1759267866.9804409
0.09,0.18,-0.07,1759267866.9842126
0.09,0.18,-0.07,1759267866.9886355
0.09,0.18,-0.07,1759267866.9924908
0.09,0.18,-0.07,1759267866.996699
0.09,0.18,-0.07,1759267867.000235
0.09,0.18,-0.07,1759267867.003723
0.09,0.18,-0.07,1759267867.007424
0.09,0.18,-0.07,1759267867.0112934
0.09,0.18,-0.07,1759267867.0156093
0.09,0.18,-0.07,1759267867.0187948
0.09,0.18,-0.07,1759267867.021947
0.09,0.18,-0.07,1759267867.0258222
0.09,0.18,-0.07,1759267867.030075
0.09,0.18,-0.07,1759267867.032844
0.09,0.18,-0.07,1759267867.0360262
0.09,0.18,-0.07,1759267867.0392115
0.09,0.18,-0.07,1759267867.0418625
0.09,0.18,-0.07,1759267867.0456328
0.09,0.18,-0.07,1759267867.048232
0.09,0.18,-0.07,1759267867.051032
0.09,0.18,-0.07,1759267867.0540636
0.09,0.18,-0.07,1759267867.0577643
0.08,0.18,-0.07,1759267867.0613327
0.08,0.18,-0.07,1759267867.0650687
0.08,0.18,-0.07,1759267867.0713212
0.08,0.18,-0.07,1759267867.074844
0.08,0.18,-0.07,1759267867.0769696
0.08,0.18,-0.07,1759267867.081264
0.08,0.18,-0.07,1759267867.083913
0.08,0.18,-0.07,1759267867.086637
